"Data,""1.OrgUnit Ownership"",""2.OrgUnit Type(Level of Care)"",""Organisation unit"",""Organisation unit"",""Organisation unit"",""Organisation unit"",""Organisation unit"",""Value"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Kibiya Local Government Area"",""kn Nariya Ward"",""kn Nariya Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Dawakin Tofa Local Government Area"",""kn Tattarawa Ward"",""kn Tattarawa Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"","""","""",""kn Nassarawa Local Government Area"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Kibiya Local Government Area"","""",""kn Durba Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Minjibir Local Government Area"",""kn Kuru Ward"",""kn Zabainawar Dansudu Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Wudil Local Government Area"",""kn Kausani Ward"",""kn Gachi Kedi Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Tofa Local Government Area"",""kn Yanoko Ward"",""kn Jagaja Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Doguwa Local Government Area"",""kn Dogon Kawo Ward"",""kn Birji Basic Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"","""","""",""kn Karaye Local Government Area"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Takai Local Government Area"","""",""kn Takai Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Bebeji Local Government Area"",""kn Anadariya Ward"",""kn Anadariya Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Ajingi Local Government Area"",""kn Kunkurawa Ward"",""kn Kunkurawa Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Rimin Gado Local Government Area"","""",""kn Tamawa Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Dawakin Tofa Local Government Area"",""kn Jalli Ward"",""kn Kwaidawa Health post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Danbatta Local Government Area"",""kn Gwanda Ward"",""kn Gwanda Health Post (DAM)"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Secondary Health Facility"",""ng Federal Government"","""","""","""",""kn Kano State"",""96.8"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Gwale Local Government Area"","""",""kn Gyaranya Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Ajingi Local Government Area"","""",""kn Ajingi Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"","""","""",""kn Madobi Local Government Area"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Dawakin Kudu Local Government Area"",""kn Dosan Ward"",""kn Dosan Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Rogo Local Government Area"",""kn Zarewa Ward"",""kn Zarewa Basic Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Makoda Local Government Area"",""kn Kadandani Ward"",""kn Danmaidaki Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Private Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Fagge Local Government Area"",""kn Fagge C Ward"",""kn Ideal Hospital"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Ajingi Local Government Area"",""kn Unguwar Bai Ward"",""kn Gagarawa Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Dawakin Kudu Local Government Area"",""kn Tamburawa Ward"",""kn Gada Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Secondary Health Facility"",""ng Federal Government"",""kn Kano State"","""","""",""kn Gezawa Local Government Area"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Ajingi Local Government Area"",""kn Gurduba Ward"",""kn Zangon Gulya Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Dala Local Government Area"","""",""kn Yalwa Dala Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Bichi Local Government Area"",""kn Kyalli Ward"",""kn Chiromawa Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Kura Local Government Area"",""kn Sarkin Kura Ward"",""Kn Alkalawa Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Bichi Local Government Area"",""kn Fagwalo Ward"",""kn Gyauro Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Kiru Local Government Area"","""",""kn Kogo Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Rano Local Government Area"",""kn Madachi Ward"",""kn Madachi Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Gaya Local Government Area"",""kn Kazurawa Ward"",""kn Kalhaddi Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Tertiary Health Facility"",""ng Federal Government"","""","""","""",""kn Kano State"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Kumbotso Local Government Area"",""kn Chiranci Ward"",""kn Chiranci Maternal Child Health"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Bunkure Local Government Area"",""kn Sanda Ward"",""kn Dumari Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Private Facility"",""Secondary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Kano Municipal Local Government Area"",""kn She-She Ward"",""kn Datti Wudilawa Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Bichi Local Government Area"",""kn Danzabuwa Ward"",""kn Danzabuwa Model Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Nassarawa Local Government Area"",""kn Kawaji Ward"",""kn Kawaji Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Kura Local Government Area"",""kn Kosawa Ward"",""kn Kadani Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Doguwa Local Government Area"",""kn Tagwaye Ward"",""kn Maikwandara Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Rogo Local Government Area"",""kn Ruwan Bago Ward"",""kn Ruwan Bago Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Ajingi Local Government Area"","""",""kn Dabi Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Garum Mallam Local Government Area"",""kn Jobawa Ward"",""kn Jobawa Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Private Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Bebeji Local Government Area"","""",""kn Wak Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Albasu Local Government Area"",""kn Gagarami Ward"",""kn Makera Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"","""","""",""kn Wudil Local Government Area"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Secondary Health Facility"",""ng Federal Government"",""kn Kano State"","""","""",""kn Tudun Wada Local Government Area"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Ajingi Local Government Area"",""kn Toranke Ward"",""kn Karadagaji Health Center"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Albasu Local Government Area"",""kn Tsangaya Ward"",""kn Tsangaya Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Bichi Local Government Area"",""kn Kwamarawa Ward"",""kn Bankaura Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Madobi Local Government Area"",""kn Chinkoso Ward"",""kn Chinkoso Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Private Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Fagge Local Government Area"","""",""kn Fagge C Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Kano Municipal Local Government Area"","""",""kn Zaitawa Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Bichi Local Government Area"",""kn Badume Ward"",""kn Yanbundu Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Bagwai Local Government Area"",""kn Sare-Sare Ward"",""kn Alajawa Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Bichi Local Government Area"",""kn Kyalli Ward"",""kn Lamba Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Dawakin Tofa Local Government Area"",""kn Dawanau Ward"",""kn Dungurawa Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"","""","""",""kn Garko Local Government Area"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Gabasawa Local Government Area"",""kn Yumbu Ward"",""kn Yumbu Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Ungogo Local Government Area"",""kn Tudun Fulani Ward"",""kn Jajira Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Warawa Local Government Area"","""",""kn Jigawa Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Warawa Local Government Area"","""",""kn Yan Dalla Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Tudun Wada Local Government Area"",""kn Jan Dutse Ward"",""kn Ruwan Tabo Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Dawakin Kudu Local Government Area"",""kn Yambarau Ward"",""kn Sarai Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Tofa Local Government Area"","""",""kn Langel Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Kabo Local Government Area"",""kn Garo Ward"",""kn Garo Primary Health Centre"",""100.0"""
