"Data,""1.OrgUnit Ownership"",""2.OrgUnit Type(Level of Care)"",""Organisation unit"",""Organisation unit"",""Organisation unit"",""Organisation unit"",""Organisation unit"",""Value"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Bassa Local Government Area"",""ko Eforo Ward"",""ko Eforo Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Secondary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Adavi Local Government Area"",""ko Adavi-Eba Ward"",""ko Adavi Eba Cottage Hospital"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Yagba West Local Government Area"",""ko Ejiba Ward"",""ko Ejiba Basic Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Private Facility"",""Primary Health Facility"",""ng Federal Government"","""","""","""",""ko Kogi State"",""52.6"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Ibaji Local Government Area"","""",""ko Onyedega Ward (Ibaji)"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Kogi Local Government Area"",""ko Gegu South Ward"",""ko G/Beki Primary Health Centre II"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Ijumu Local Government Area"","""",""ko Ayetoro Iluhagba Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Private Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Ajaokuta Local Government Area"","""",""ko Geregu Ward"",""57.1"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Secondary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Ofu Local Government Area"",""ko Ogwolawo 1 Ward"",""ko General Hospital Ogwolawo"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Private Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Dekina Local Government Area"",""ko Egume Ward"",""ko Restoration Clinic Efikpo"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Idah Local Government Area"","""",""ko Ichala Ward"",""50.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Private Facility"",""Secondary Health Facility"",""ng Federal Government"",""ko Kogi State"","""","""",""ko Okene Local Government Area"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Dekina Local Government Area"","""",""ko Dekina Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Yagba East Local Government Area"",""ko Alu/Igbagun Ward"",""ko Alu Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Ibaji Local Government Area"",""ko Onyedega Ward (Ibaji)"",""ko Agbojo Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Kabba/Bunu Local Government Area"","""",""ko Aiyetero Kiri Ward"",""75.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Idah Local Government Area"","""",""Ko Ukwaja Ward"",""75.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Tertiary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Lokoja Local Government Area"",""ko Lokoja Ward A"",""ko Lokoja Federal Medical Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Bassa Local Government Area"",""ko Kpata Ward"",""ko Gbobe Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Omala Local Government Area"",""ko Ugodo Ward"",""Ko Ojieda Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Secondary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Ijumu Local Government Area"","""",""ko Iyara Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Okehi Local Government Area"","""",""ko Ikuehi Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Ankpa Local Government Area"",""ko Enjema 1 Ward"",""ko Enabo Model Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Lokoja Local Government Area"",""ko Oworo Ward"",""ko Oshokoshoko Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Omala Local Government Area"","""",""ko Ugodo Ward"",""66.7"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"","""","""",""ko Olamaboro Local Government Area"",""78.1"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Private Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Okene Local Government Area"","""",""ko Lafia Obessa Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Ofu Local Government Area"",""ko Ogwolawo 1 Ward"",""ko Odah Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Private Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"","""","""",""ko Ankpa Local Government Area"",""75.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Ankpa Local Government Area"",""ko Enjema 1 Ward"",""ko Enagbede Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Ajaokuta Local Government Area"",""ko Ogigiri Ward"",""ko Ogigiri Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Igalamela-Odolu Local Government Area"",""ko Ajaka 1 Ward"",""ko Okpakpata Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Yagba West Local Government Area"",""ko Ere Ward"",""ko Oke-Ere Basic Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Ijumu Local Government Area"","""",""ko Iffe/Ikoyi Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Secondary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Ijumu Local Government Area"","""",""ko Ayegune Iluhafon Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Private Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Okene Local Government Area"",""ko Bariki Ward"",""ko Omeiza Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Yagba East Local Government Area"",""ko Alu/Igbagun Ward"",""ko Ibgagun Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Okene Local Government Area"",""ko Orietesu Ward"",""ko Orietesu Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Private Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Okehi Local Government Area"","""",""ko Ohueta Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Private Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Okene Local Government Area"","""",""Abuga Ozuja Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Adavi Local Government Area"",""ko Okunchi Ward"",""ko Ozuri School Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Private Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Okehi Local Government Area"","""",""ko Eika Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Dekina Local Government Area"","""",""ko Emewe Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Dekina Local Government Area"",""ko Iyale Ward"",""ko Ikpakpala Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Yagba West Local Government Area"","""",""ko Oke-Ebge 2 Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Kabba/Bunu Local Government Area"",""ko Egbeda Oke Oja  Ward"",""ko Egbeda Maternal and Child Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Ofu Local Government Area"",""ko Ochadamu Ward"",""ko Owowolo Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Yagba West Local Government Area"",""ko Odo-Eri Ward"",""ko Odo-Ere Basic Health Clinic (Yagba West)"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Ankpa Local Government Area"","""",""ko Enjema 1 Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Adavi Local Government Area"",""ko Nagazi Ward"",""ko Irewagere Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Olamaboro Local Government Area"",""ko Olamaboro Ward 5"",""ko Inabe Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Secondary Health Facility"",""ng Federal Government"",""ko Kogi State"","""","""",""ko Okene Local Government Area"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Secondary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Igalamela-Odolu Local Government Area"","""",""ko Odolu Ward (Igalamela-Odolu)"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Adavi Local Government Area"","""",""ko Karaworo Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Private Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Adavi Local Government Area"",""ko Adavi-Eba Ward"",""ko Agape Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Secondary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Dekina Local Government Area"",""ko Egume Ward"",""ko Egume General Hospital"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Secondary Health Facility"",""ng Federal Government"",""ko Kogi State"","""","""",""ko Yagba East Local Government Area"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Secondary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Omala Local Government Area"",""ko Abejukolo 1 Ward"",""ko Abejukolo-1 General Hospital"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Secondary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Ajaokuta Local Government Area"","""",""ko Adogo Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Lokoja Local Government Area"","""",""ko Kupa North Ward"",""75.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Ibaji Local Government Area"",""ko Ayah Ward (Ibaji)"",""ko Iteh Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Ijumu Local Government Area"","""",""ko Ileteju Origah Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Dekina Local Government Area"",""ko Abocho Ward"",""ko Abocho Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Yagba East Local Government Area"",""ko Ejuku Ward 05"",""ko Aiyegunle Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Okene Local Government Area"",""ko Lafia Obessa Ward"",""ko Okene Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Private Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Adavi Local Government Area"","""",""ko Karaworo Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Lokoja Local Government Area"",""ko Lokoja Ward A"",""ko Adankolo Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Private Facility"",""Secondary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Lokoja Local Government Area"","""",""ko Lokoja Ward A"",""40.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Igalamela-Odolu Local Government Area"","""",""ko Odolu Ward (Igalamela-Odolu)"",""50.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Kogi Local Government Area"",""ko Tawari Ward"",""ko Tazayin Primary Health Centre"",""100.0"""
